"","Protein","Gene","Description","Fold_Change","p_Value"
"2887","P4HA1_MOUSE|Q60715","P4ha1","Prolyl 4-hydroxylase subunit alpha-1",1.1,0.0549
"2888","P5CR1_MOUSE|Q922W5","Pycr1","Pyrroline-5-carboxylate reductase 1, mitochondrial",1.16,0.0154
"2889","P5CR2_MOUSE|Q922Q4","Pycr2","Pyrroline-5-carboxylate reductase 2",1.36,0.0055
"2890","P5CR3_MOUSE|Q9DCC4","Pycrl","Pyrroline-5-carboxylate reductase 3",1.18,0.274
"2891","P5CS_MOUSE|Q9Z110","Aldh18a1","Delta-1-pyrroline-5-carboxylate synthase",1.38,0.0461
"2892","P5I11_MOUSE|Q4QQM4","Trp53i11","Tumor protein p53-inducible protein 11",1.35,0.0406
"2893","P66B_MOUSE|Q8VHR5","Gatad2b","Transcriptional repressor p66-beta",2.25,0.00799
"2894","PA1B3_MOUSE|Q61205","Pafah1b3","Platelet-activating factor acetylhydrolase IB subunit gamma",1.27,0.0906
"2895","PA2G4_MOUSE|P50580","Pa2g4","Proliferation-associated protein 2G4",1.17,0.166
"2896","PABP1_MOUSE|P29341","Pabpc1","Polyadenylate-binding protein 1",1.41,0.00783
"2897","PABP2_MOUSE|Q8CCS6","Pabpn1","Polyadenylate-binding protein 2",1.09,0.183
"2898","PACN1_MOUSE|Q61644","Pacsin1","Protein kinase C and casein kinase substrate in neurons protein 1",1.82,0.00622
"2899","PACN2_MOUSE|Q9WVE8","Pacsin2","Protein kinase C and casein kinase substrate in neurons protein 2",1.74,0.000609
"2900","PACR_MOUSE|P70205","Adcyap1r1","Pituitary adenylate cyclase-activating polypeptide type I receptor",1.5,0.00502
"2901","PACS1_MOUSE|Q8K212","Pacs1","Phosphofurin acidic cluster sorting protein 1",2.29,0.000672
"2902","PACS2_MOUSE|Q3V3Q7","Pacs2","Phosphofurin acidic cluster sorting protein 2",1.94,0.000561
"2903","PADI2_MOUSE|Q08642","Padi2","Protein-arginine deiminase type-2",1.31,0.134
"2904","PAFA_MOUSE|Q60963","Pla2g7","Platelet-activating factor acetylhydrolase",-1.02,0.767
"2905","PAI1_MOUSE|P22777","Serpine1","Plasminogen activator inhibitor 1",1.03,0.41
"2906","PAIP1_MOUSE|Q8VE62","Paip1","Polyadenylate-binding protein-interacting protein 1",1.86,0.000687
"2907","PAIRB_MOUSE|Q9CY58","Serbp1","Plasminogen activator inhibitor 1 RNA-binding protein",1.77,0.00236
"2908","PAK1_MOUSE|O88643","Pak1","Serine/threonine-protein kinase PAK 1",2.02,0.00107
"2909","PAK2_MOUSE|Q8CIN4","Pak2","Serine/threonine-protein kinase PAK 2",2.2,0.00063
"2910","PAK3_MOUSE|Q61036","Pak3","Serine/threonine-protein kinase PAK 3",2.46,0.000539
"2911","PAK5_MOUSE|Q8C015",NA,NA,2.11,0.000781
"2912","PAK6_MOUSE|Q3ULB5","Pak6","Serine/threonine-protein kinase PAK 6",1.74,0.00092
"2913","PALM_MOUSE|Q9Z0P4","Palm","Paralemmin-1",2.39,0.00106
"2914","PALM2_MOUSE|Q8BR92","Palm2","Paralemmin-2",2.6,0.000856
"2915","PALMD_MOUSE|Q9JHU2","Palmd","Palmdelphin",2.41,0.00107
"2916","PAN3_MOUSE|Q640Q5","Pan3","PAB-dependent poly(A)-specific ribonuclease subunit PAN3",2.22,0.000916
"2917","PANK4_MOUSE|Q80YV4","Pank4","Pantothenate kinase 4",1.57,0.00615
"2918","PANX2_MOUSE|Q6IMP4","Panx2","Pannexin-2",2.61,0.000565
"2919","PAPS1_MOUSE|Q60967","Papss1","Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1",1.25,0.0802
"2920","PARD3_MOUSE|Q99NH2","Pard3","Partitioning defective 3 homolog",2.23,0.000553
"2921","PARK7_MOUSE|Q99LX0","Park7","Protein deglycase DJ-1",1.22,0.0981
"2922","PARL_MOUSE|Q5XJY4","Parl","Presenilins-associated rhomboid-like protein, mitochondrial",1.24,0.166
"2923","PARN_MOUSE|Q8VDG3","Parn","Poly(A)-specific ribonuclease PARN",1.83,0.000587
"2924","PARP1_MOUSE|P11103","Parp1","Poly [ADP-ribose] polymerase 1",1.24,0.00442
"2925","PARVA_MOUSE|Q9EPC1","Parva","Alpha-parvin",1.26,0.00774
"2926","PC4L1_MOUSE|Q6W8Q3","Pcp4l1","Purkinje cell protein 4-like protein 1",3.31,0.000157
"2927","PCBP1_MOUSE|P60335","Pcbp1","Poly(rC)-binding protein 1",1.71,0.00131
"2928","PCBP2_MOUSE|Q61990","Pcbp2","Poly(rC)-binding protein 2",1.44,0.00573
"2929","PCBP3_MOUSE|P57722","Pcbp3","Poly(rC)-binding protein 3",1.65,0.00207
"2930","PCCA_MOUSE|Q91ZA3","Pcca","Propionyl-CoA carboxylase alpha chain, mitochondrial",1.12,0.319
"2931","PCCB_MOUSE|Q99MN9","Pccb","Propionyl-CoA carboxylase beta chain, mitochondrial",1.17,0.019
"2932","PCD19_MOUSE|Q80TF3","Pcdh19","Protocadherin-19",2.18,0.00138
"2933","PCDA4_MOUSE|O88689","Pcdha4","Protocadherin alpha-4",1.83,0.00419
"2934","PCDG4_MOUSE|Q91XY4","Pcdhga4","Protocadherin gamma-A4",1.21,0.144
"2935","PCDH8_MOUSE|Q7TSK3","Pcdh8","Protocadherin-8",1.46,0.0145
"2936","PCKGM_MOUSE|Q8BH04","Pck2","Phosphoenolpyruvate carboxykinase [GTP], mitochondrial",1.48,0.0481
"2937","PCLO_MOUSE|Q9QYX7","Pclo","Protein piccolo",2.83,0.000687
"2938","PCM1_MOUSE|Q9R0L6","Pcm1","Pericentriolar material 1 protein",2.2,0.00872
"2939","PCNA_MOUSE|P17918","Pcna","Proliferating cell nuclear antigen",-1.08,0.149
"2940","PCNP_MOUSE|Q6P8I4","Pcnp","PEST proteolytic signal-containing nuclear protein",2.97,0.000615
"2941","PCP4_MOUSE|P63054","Pcp4","Purkinje cell protein 4",1.6,0.002
"2942","PCSK1_MOUSE|Q9QXV0","Pcsk1n","ProSAAS",1.61,0.271
"2943","PCY2_MOUSE|Q922E4","Pcyt2","Ethanolamine-phosphate cytidylyltransferase",1.48,0.00455
"2944","PCYOX_MOUSE|Q9CQF9","Pcyox1","Prenylcysteine oxidase",1.24,0.0909
"2945","PDC10_MOUSE|Q8VE70","Pdcd10","Programmed cell death protein 10",1.23,0.412
"2946","PDC6I_MOUSE|Q9WU78","Pdcd6ip","Programmed cell death 6-interacting protein",1.45,0.0107
"2947","PDCD4_MOUSE|Q61823","Pdcd4","Programmed cell death protein 4",1.47,0.0202
"2948","PDCD5_MOUSE|P56812","Pdcd5","Programmed cell death protein 5",1.48,0.00241
"2949","PDCD6_MOUSE|P12815","Pdcd6","Programmed cell death protein 6",1.3,0.18
"2950","PDE10_MOUSE|Q8CA95","Pde10a","cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A",1.62,0.00279
"2951","PDE12_MOUSE|Q3TIU4","Pde12","2',5'-phosphodiesterase 12",1.49,0.00885
"2952","PDE1A_MOUSE|Q61481","Pde1a","Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A",1.54,0.00461
"2953","PDE1B_MOUSE|Q01065","Pde1b","Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B",1.48,0.00684
"2954","PDE1C_MOUSE|Q64338","Pde1c","Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1C",1.5,0.0121
"2955","PDE2A_MOUSE|Q922S4","Pde2a","cGMP-dependent 3',5'-cyclic phosphodiesterase",1.34,0.0185
"2956","PDE4A_MOUSE|O89084","Pde4a","cAMP-specific 3',5'-cyclic phosphodiesterase 4A",1.78,0.00284
"2957","PDE4D_MOUSE|Q01063","Pde4d","cAMP-specific 3',5'-cyclic phosphodiesterase 4D",1.87,0.0017
"2958","PDE6D_MOUSE|O55057","Pde6d","Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta",1.08,0.404
"2959","PDE8B_MOUSE|E9Q4S1","Pde8b","High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8B",1.54,0.00145
"2960","PDIA1_MOUSE|P09103","P4hb","Protein disulfide-isomerase",1.04,0.418
"2961","PDIA3_MOUSE|P27773","Pdia3","Protein disulfide-isomerase A3",1.24,0.218
"2962","PDIA4_MOUSE|P08003","Pdia4","Protein disulfide-isomerase A4",1.12,0.155
"2963","PDIA6_MOUSE|Q922R8","Pdia6","Protein disulfide-isomerase A6",1.12,0.373
"2964","PDIP2_MOUSE|Q91VA6","Poldip2","Polymerase delta-interacting protein 2",1.32,0.0174
"2965","PDK1_MOUSE|Q8BFP9","Pdk1","[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial",1.55,0.0389
"2966","PDK2_MOUSE|Q9JK42","Pdk2","[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial",1.53,0.0438
"2967","PDK3_MOUSE|Q922H2","Pdk3","[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial",1.33,0.0723
"2968","PDLI1_MOUSE|O70400","Pdlim1","PDZ and LIM domain protein 1",1.29,0.0169
"2969","PDLI3_MOUSE|O70209","Pdlim3","PDZ and LIM domain protein 3",2.71,0.000544
"2970","PDLI5_MOUSE|Q8CI51","Pdlim5","PDZ and LIM domain protein 5",1.2,0.00753
"2971","PDP1_MOUSE|Q3UV70","Pdp1","[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial",1.29,0.0868
"2972","PDPK1_MOUSE|Q9Z2A0","Pdpk1","3-phosphoinositide-dependent protein kinase 1",1.46,0.012
"2973","PDPR_MOUSE|Q7TSQ8","Pdpr","Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial",1.54,0.00062
"2974","PDS5A_MOUSE|Q6A026","Pds5a","Sister chromatid cohesion protein PDS5 homolog A",1.28,0.0133
"2975","PDS5B_MOUSE|Q4VA53","Pds5b","Sister chromatid cohesion protein PDS5 homolog B",1.23,0.0945
"2976","PDXD1_MOUSE|Q99K01","Pdxdc1","Pyridoxal-dependent decarboxylase domain-containing protein 1",1.8,0.00109
"2977","PDXK_MOUSE|Q8K183","Pdxk","Pyridoxal kinase",1.22,0.261
"2978","PDZD4_MOUSE|Q9QY39","Pdzd4","PDZ domain-containing protein 4",2.18,0.00195
"2979","PEA15_MOUSE|Q62048","Pea15","Astrocytic phosphoprotein PEA-15",2.1,0.000763
"2980","PEAK1_MOUSE|Q69Z38","Peak1","Pseudopodium-enriched atypical kinase 1",2.81,0.001
"2981","PEBB_MOUSE|Q08024","Cbfb","Core-binding factor subunit beta",1.03,0.779
"2982","PEBP1_MOUSE|P70296","Pebp1","Phosphatidylethanolamine-binding protein 1",2.3,0.000136
"2983","PEDF_MOUSE|P97298","Serpinf1","Pigment epithelium-derived factor",-1.03,0.837
"2984","PEF1_MOUSE|Q8BFY6","Pef1","Peflin",1.3,0.0791
"2985","PELI1_MOUSE|Q8C669","Peli1","E3 ubiquitin-protein ligase pellino homolog 1",1.79,0.00194
"2986","PELO_MOUSE|Q80X73","Pelo","Protein pelota homolog",1.21,0.108
"2987","PENK_MOUSE|P22005","Penk","Proenkephalin-A",-1.04,0.937
"2988","PEPD_MOUSE|Q11136","Pepd","Xaa-Pro dipeptidase",1.37,0.217
"2989","PEPL1_MOUSE|Q6NSR8","Npepl1","Probable aminopeptidase NPEPL1",1.28,0.0442
"2990","PER1_MOUSE|O35973","Per1","Period circadian protein homolog 1",2.53,0.0215
"2991","PERI_MOUSE|P15331","Prph","Peripherin",-1.06,0.154
"2992","PEX1_MOUSE|Q5BL07","Pex1","Peroxisome biogenesis factor 1",2.17,0.000472
"2993","PEX19_MOUSE|Q8VCI5","Pex19","Peroxisomal biogenesis factor 19",2.66,0.000589
"2994","PEX5_MOUSE|O09012","Pex5","Peroxisomal targeting signal 1 receptor",2.68,0.000666
"2995","PEX5R_MOUSE|Q8C437","Pex5l","PEX5-related protein",3,0.000445
"2996","PEX5R_MOUSE|Q8C437-3","Pex5l","PEX5-related protein (isoform 3)",1.59,0.00301
"2997","PFD1_MOUSE|Q9CWM4","Pfdn1","Prefoldin subunit 1",1.45,9.55e-05
"2998","PFD2_MOUSE|O70591","Pfdn2","Prefoldin subunit 2",2.82,0.000223
"2999","PFD3_MOUSE|P61759","Vbp1","Prefoldin subunit 3",1.69,8.64e-05
"3000","PFD5_MOUSE|Q9WU28","Pfdn5","Prefoldin subunit 5",1.25,0.00218
"3001","PFD6_MOUSE|Q03958","Pfdn6","Prefoldin subunit 6",2.08,0.000373
"3002","PFKAL_MOUSE|P12382","Pfkl","ATP-dependent 6-phosphofructokinase, liver type",1.41,0.00711
"3003","PFKAM_MOUSE|P47857","Pfkm","ATP-dependent 6-phosphofructokinase, muscle type",1.48,0.00728
"3004","PFKAP_MOUSE|Q9WUA3","Pfkp","ATP-dependent 6-phosphofructokinase, platelet type",1.51,0.0119
"3005","PGAM1_MOUSE|Q9DBJ1","Pgam1","Phosphoglycerate mutase 1",1.3,0.0624
"3006","PGAM2_MOUSE|O70250","Pgam2","Phosphoglycerate mutase 2",1.14,0.119
"3007","PGAM5_MOUSE|Q8BX10","Pgam5","Serine/threonine-protein phosphatase PGAM5, mitochondrial",1.36,0.0561
"3008","PGAP1_MOUSE|Q3UUQ7","Pgap1","GPI inositol-deacylase",1.6,0.00951
"3009","PGBM_MOUSE|Q05793","Hspg2","Basement membrane-specific heparan sulfate proteoglycan core protein",1.01,0.939
"3010","PGCA_MOUSE|Q61282","Acan","Aggrecan core protein",1.05,0.658
"3011","PGCB_MOUSE|Q61361","Bcan","Brevican core protein",1.24,0.171
"3012","PGES2_MOUSE|Q8BWM0","Ptges2","Prostaglandin E synthase 2",1.46,0.107
"3013","PGFS_MOUSE|Q9DB60","Fam213b","Prostamide/prostaglandin F synthase",1.55,0.0118
"3014","PGK1_MOUSE|P09411","Pgk1","Phosphoglycerate kinase 1",1.27,0.195
"3015","PGK2_MOUSE|P09041","Pgk2","Phosphoglycerate kinase 2",-1.08,0.022
"3016","PGLT1_MOUSE|Q8BYB9","Poglut1","Protein O-glucosyltransferase 1",1.08,0.374
"3017","PGM1_MOUSE|Q9D0F9","Pgm1","Phosphoglucomutase-1",1.39,0.0279
"3018","PGM2_MOUSE|Q7TSV4","Pgm2","Phosphoglucomutase-2",1.32,0.0299
"3019","PGM2L_MOUSE|Q8CAA7","Pgm2l1","Glucose 1,6-bisphosphate synthase",1.66,0.00368
"3020","PGP_MOUSE|Q8CHP8","Pgp","Phosphoglycolate phosphatase",1.46,0.0109
"3021","PGPS1_MOUSE|Q8BHF7","Pgs1","CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial",1.48,0.0269
"3022","PGRC1_MOUSE|O55022","Pgrmc1","Membrane-associated progesterone receptor component 1",1.34,0.135
"3023","PGTA_MOUSE|Q9JHK4","Rabggta","Geranylgeranyl transferase type-2 subunit alpha",1.45,0.0159
"3024","PGTB2_MOUSE|P53612","Rabggtb","Geranylgeranyl transferase type-2 subunit beta",1.4,0.15
"3025","PHAR1_MOUSE|Q2M3X8","Phactr1","Phosphatase and actin regulator 1",2.14,0.00255
"3026","PHAR3_MOUSE|Q8BYK5","Phactr3","Phosphatase and actin regulator 3",2.23,0.00128
"3027","PHAR4_MOUSE|Q501J7","Phactr4","Phosphatase and actin regulator 4",2.36,0.000723
"3028","PHB_MOUSE|P67778","Phb","Prohibitin",1.25,0.322
"3029","PHB2_MOUSE|O35129","Phb2","Prohibitin-2",1.31,0.178
"3030","PHF14_MOUSE|Q9D4H9","Phf14","PHD finger protein 14",2.55,0.000532
"3031","PHF2_MOUSE|Q9WTU0","Phf2","Lysine-specific demethylase PHF2",1.24,0.167
"3032","PHF24_MOUSE|Q80TL4",NA,NA,1.41,0.0272
"3033","PHF24_MOUSE|Q80TL4-2",NA,NA,1.43,0.0063
"3034","PHF5A_MOUSE|P83870","Phf5a","PHD finger-like domain-containing protein 5A",1.35,0.0368
"3035","PHIP_MOUSE|Q8VDD9","Phip","PH-interacting protein",1.19,0.127
"3036","PHIPL_MOUSE|Q8BGT8","Phyhipl","Phytanoyl-CoA hydroxylase-interacting protein-like",1.49,0.00671
"3037","PHLB1_MOUSE|Q6PDH0","Phldb1","Pleckstrin homology-like domain family B member 1",2.1,0.000846
"3038","PHLP_MOUSE|Q9DBX2","Pdcl","Phosducin-like protein",2.56,0.000726
"3039","PHLP1_MOUSE|Q8CHE4","Phlpp1","PH domain leucine-rich repeat-containing protein phosphatase 1",1.43,0.0116
"3040","PHP14_MOUSE|Q9DAK9","Phpt1","14 kDa phosphohistidine phosphatase",1.06,0.493
"3041","PHYIP_MOUSE|Q8K0S0","Phyhip","Phytanoyl-CoA hydroxylase-interacting protein",1.56,0.0049
"3042","PI3R4_MOUSE|Q8VD65","Pik3r4","Phosphoinositide 3-kinase regulatory subunit 4",1.69,0.0018
"3043","PI42A_MOUSE|O70172","Pip4k2a","Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha",1.35,0.0547
"3044","PI42B_MOUSE|Q80XI4","Pip4k2b","Phosphatidylinositol 5-phosphate 4-kinase type-2 beta",1.51,0.0082
"3045","PI42C_MOUSE|Q91XU3","Pip4k2c","Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma",1.54,0.0101
"3046","PI4KA_MOUSE|E9Q3L2",NA,NA,1.51,0.0016
"3047","PI4KB_MOUSE|Q8BKC8","Pi4kb","Phosphatidylinositol 4-kinase beta",2.05,0.000998
"3048","PI51A_MOUSE|P70182","Pip5k1a","Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha",1.82,0.000635
"3049","PI51B_MOUSE|P70181","Pip5k1b","Phosphatidylinositol 4-phosphate 5-kinase type-1 beta",2.16,0.00106
"3050","PI51C_MOUSE|O70161","Pip5k1c","Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma",1.69,0.00235
"3051","PI5PA_MOUSE|P59644","Inpp5j","Phosphatidylinositol 4,5-bisphosphate 5-phosphatase A",2.38,0.000933
"3052","PICAL_MOUSE|Q7M6Y3","Picalm","Phosphatidylinositol-binding clathrin assembly protein",2.44,0.000444
"3053","PICK1_MOUSE|Q62083","Pick1","PRKCA-binding protein",1.75,0.000928
"3054","PIGT_MOUSE|Q8BXQ2","Pigt","GPI transamidase component PIG-T",1.47,0.0276
"3055","PIMT_MOUSE|P23506","Pcmt1","Protein-L-isoaspartate(D-aspartate) O-methyltransferase",2.65,0.000303
"3056","PIN1_MOUSE|Q9QUR7","Pin1","Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1",2.27,0.000122
"3057","PININ_MOUSE|O35691","Pnn","Pinin",2.29,0.000542
"3058","PIPNA_MOUSE|P53810","Pitpna","Phosphatidylinositol transfer protein alpha isoform",1.46,0.069
"3059","PIPNB_MOUSE|P53811","Pitpnb","Phosphatidylinositol transfer protein beta isoform",1.31,0.0536
"3060","PISD_MOUSE|Q8BSF4","Pisd","Phosphatidylserine decarboxylase proenzyme",1.52,0.00704
"3061","PITC1_MOUSE|Q8K4R4","Pitpnc1","Cytoplasmic phosphatidylinositol transfer protein 1",1.81,0.00259
"3062","PITM1_MOUSE|O35954","Pitpnm1","Membrane-associated phosphatidylinositol transfer protein 1",2.33,0.000307
"3063","PITM2_MOUSE|Q6ZPQ6","Pitpnm2","Membrane-associated phosphatidylinositol transfer protein 2",1.51,0.00131
"3064","PITM3_MOUSE|Q3UHE1","Pitpnm3","Membrane-associated phosphatidylinositol transfer protein 3",2.93,0.000373
"3065","PJA2_MOUSE|Q80U04","Pja2","E3 ubiquitin-protein ligase Praja-2",2.82,0.00103
"3066","PK3C3_MOUSE|Q6PF93","Pik3c3","Phosphatidylinositol 3-kinase catalytic subunit type 3",1.54,0.00636
"3067","PKHA1_MOUSE|Q8BUL6","Plekha1","Pleckstrin homology domain-containing family A member 1",1.42,0.0583
"3068","PKHA2_MOUSE|Q9ERS5","Plekha2","Pleckstrin homology domain-containing family A member 2",1.45,0.00497
"3069","PKHA6_MOUSE|Q7TQG1","Plekha6","Pleckstrin homology domain-containing family A member 6",2.82,0.000475
"3070","PKHA7_MOUSE|Q3UIL6","Plekha7","Pleckstrin homology domain-containing family A member 7",3.02,0.000138
"3071","PKHA7_MOUSE|Q3UIL6-2","Plekha7","Pleckstrin homology domain-containing family A member 7 (isoform 2)",2.98,0.000108
"3072","PKHB1_MOUSE|Q9QYE9","Plekhb1","Pleckstrin homology domain-containing family B member 1",-1.08,0.643
"3073","PKHB1_MOUSE|Q9QYE9-2","Plekhb1","Pleckstrin homology domain-containing family B member 1 (isoform 2)",-1.22,0.224
"3074","PKN1_MOUSE|P70268","Pkn1","Serine/threonine-protein kinase N1",1.41,0.0147
"3075","PKN2_MOUSE|Q8BWW9","Pkn2","Serine/threonine-protein kinase N2",1.49,0.0033
"3076","PKP4_MOUSE|Q68FH0","Pkp4","Plakophilin-4",2.69,0.000488
"3077","PLAK_MOUSE|Q02257","Jup","Junction plakoglobin",-1.01,0.616
"3078","PLAP_MOUSE|P27612","Plaa","Phospholipase A-2-activating protein",1.57,0.00208
"3079","PLCA_MOUSE|O35083","Agpat1","1-acyl-sn-glycerol-3-phosphate acyltransferase alpha",1.36,0.0236
"3080","PLCB1_MOUSE|Q9Z1B3","Plcb1","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1",1.76,0.00117
"3081","PLCB3_MOUSE|P51432","Plcb3","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3",1.32,0.0502
"3082","PLCC_MOUSE|Q9D517","Agpat3","1-acyl-sn-glycerol-3-phosphate acyltransferase gamma",1.49,0.00348
"3083","PLCD_MOUSE|Q8K4X7","Agpat4","1-acyl-sn-glycerol-3-phosphate acyltransferase delta",1.43,0.00563
"3084","PLCD1_MOUSE|Q8R3B1","Plcd1","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1",1.33,0.00334
"3085","PLCD4_MOUSE|Q8K3R3","Plcd4","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-4",1.23,0.0773
"3086","PLCE_MOUSE|Q9D1E8","Agpat5","1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon",1.37,0.0459
"3087","PLCG1_MOUSE|Q62077","Plcg1","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1",1.46,0.00323
"3088","PLCH2_MOUSE|A2AP18","Plch2","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-2",1.74,0.000345
"3089","PLCH2_MOUSE|A2AP18-2","Plch2","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-2 (isoform 2)",1.69,0.00298
"3090","PLCL1_MOUSE|Q3USB7","Plcl1","Inactive phospholipase C-like protein 1",1.83,0.000403
"3091","PLCL2_MOUSE|Q8K394","Plcl2","Inactive phospholipase C-like protein 2",1.69,0.000882
"3092","PLCX3_MOUSE|Q8BLJ3","Plcxd3","PI-PLC X domain-containing protein 3",1.65,0.0442
"3093","PLD3_MOUSE|O35405","Pld3","Phospholipase D3",1.24,0.229
"3094","PLEC_MOUSE|Q9QXS1","Plec","Plectin",2.34,0.000332
"3095","PLEC_MOUSE|Q9QXS1-6","Plec","Plectin (isoform 6)",2.45,0.000244
"3096","PLIN4_MOUSE|O88492","Plin4","Perilipin-4",1.01,0.645
"3097","PLLP_MOUSE|Q9DCU2","Pllp","Plasmolipin",1.03,0.633
"3098","PLM_MOUSE|Q9Z239","Fxyd1","Phospholemman",1.06,0.929
"3099","PLOD2_MOUSE|Q9R0B9","Plod2","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",1,0.869
"3100","PLPHP_MOUSE|Q9Z2Y8",NA,NA,1.54,0.00472
"3101","PLPL6_MOUSE|Q3TRM4","Pnpla6","Neuropathy target esterase",1.34,0.0154
"3102","PLPL8_MOUSE|Q8K1N1","Pnpla8","Calcium-independent phospholipase A2-gamma",1.52,0.0157
"3103","PLPP_MOUSE|P60487","Pdxp","Pyridoxal phosphate phosphatase",1.38,0.0271
"3104","PLPP3_MOUSE|Q99JY8",NA,NA,-1.23,0.498
"3105","PLPP6_MOUSE|Q9D4F2",NA,NA,1.44,0.0754
"3106","PLPR2_MOUSE|Q8VCY8",NA,NA,1.49,0.0225
"3107","PLPR2_MOUSE|Q8VCY8-2",NA,NA,1.54,0.0137
"3108","PLPR3_MOUSE|Q7TPB0",NA,NA,2.55,0.000373
"3109","PLPR4_MOUSE|Q7TME0",NA,NA,2.69,0.000643
"3110","PLSI_MOUSE|Q3V0K9","Pls1","Plastin-1",1.38,0.00856
"3111","PLSL_MOUSE|Q61233","Lcp1","Plastin-2",1.36,0.0816
"3112","PLST_MOUSE|Q99K51","Pls3","Plastin-3",1.41,0.00196
"3113","PLXA1_MOUSE|P70206","Plxna1","Plexin-A1",1.51,0.000701
"3114","PLXA2_MOUSE|P70207","Plxna2","Plexin-A2",1.52,0.000443
"3115","PLXA4_MOUSE|Q80UG2","Plxna4","Plexin-A4",1.69,0.000114
"3116","PLXB1_MOUSE|Q8CJH3","Plxnb1","Plexin-B1",1.21,0.0543
"3117","PLXC1_MOUSE|Q9QZC2","Plxnc1","Plexin-C1",1.48,0.000937
"3118","PLXD1_MOUSE|Q3UH93","Plxnd1","Plexin-D1",1.58,0.000405
"3119","PMGE_MOUSE|P15327","Bpgm","Bisphosphoglycerate mutase",1.35,0.0594
"3120","PMM1_MOUSE|O35621","Pmm1","Phosphomannomutase 1",1.44,0.0091
"3121","PNCB_MOUSE|Q8CC86","Naprt","Nicotinate phosphoribosyltransferase",1.11,0.31
"3122","PNKD_MOUSE|Q69ZP3","Pnkd","Probable hydrolase PNKD",1.37,0.0328
"3123","PNPH_MOUSE|P23492","Pnp","Purine nucleoside phosphorylase",1.02,0.592
"3124","PNPT1_MOUSE|Q8K1R3","Pnpt1","Polyribonucleotide nucleotidyltransferase 1, mitochondrial",1.24,0.115
"3125","PO121_MOUSE|Q8K3Z9","Pom121","Nuclear envelope pore membrane protein POM 121",2.74,0.00106
"3126","POGZ_MOUSE|Q8BZH4","Pogz","Pogo transposable element with ZNF domain",1.85,0.000949
"3127","PON2_MOUSE|Q62086","Pon2","Serum paraoxonase/arylesterase 2",1.35,0.197
"3128","POSTN_MOUSE|Q62009","Postn","Periostin",1.02,0.842
"3129","PP12C_MOUSE|Q3UMT1","Ppp1r12c","Protein phosphatase 1 regulatory subunit 12C",2.46,0.000462
"3130","PP16B_MOUSE|Q8VHQ3","Ppp1r16b","Protein phosphatase 1 regulatory inhibitor subunit 16B",1.9,0.00126
"3131","PP1A_MOUSE|P62137","Ppp1ca","Serine/threonine-protein phosphatase PP1-alpha catalytic subunit",1.6,0.00211
"3132","PP1B_MOUSE|P62141","Ppp1cb","Serine/threonine-protein phosphatase PP1-beta catalytic subunit",1.24,0.00948
"3133","PP1R7_MOUSE|Q3UM45","Ppp1r7","Protein phosphatase 1 regulatory subunit 7",1.35,0.00435
"3134","PP2AA_MOUSE|P63330","Ppp2ca","Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform",1.15,0.313
"3135","PP2AB_MOUSE|P62715","Ppp2cb","Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform",1.17,0.174
"3136","PP2BA_MOUSE|P63328","Ppp3ca","Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform",1.61,0.00132
"3137","PP2BA_MOUSE|P63328-2","Ppp3ca","Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform (isoform 2)",1.57,0.00179
